status_id;comment_id;Clinton;Trump;comment_message;page
889307941125736_1307771352612724;1307771352612724_1105566006158508;S;N;She's done so much good already for this country. She'll be an amazing president.;Clinton
889307941125736_1276499722406554;1276499722406554_1831463897082863;N;O;"Trump's campaign can be summarised as this: ""Everything is horrible. It is all Hillary's fault. Take your chance on someone who clearly knows nothing about what he's talking about.""";Clinton
889307941125736_1036194373103758;1036194373103758_960883187326730;O;N;Call me a Bigot - I call you a LIAR!!! Real Professional and Presidential material with your Name Calling. NOT!!!;Clinton
889307941125736_1082433671813161;1082433671813161_834961863297140;N;N;I have noted strong quotable quotes from these amazing mothers. I will lead their hearts to Africa to have talks. I am prostrating for them all. Thank you my Presidential Hopeful for making this happen.;Clinton
889307941125736_1292138454176014;1292138454176014_1292165740839952;N;N;Of course he would have. As vile as Trump may be, he only wants to keep terrorists and illegals out. Legal immigrants are incredibly important to this country's foundation.;Clinton
889307941125736_972549759468220;972549759468220_972587512797778;O;N;Last time we elected an idiot now you want a criminal!;Clinton
889307941125736_1224147697641757;1224147697641757_1224181857638341;N;N;THAT!S COMPLETELY OPPOSITE OF WHAT YOU SAID IN 2012;Clinton
889307941125736_1299498030106723;1299498030106723_1775240302717739;S;N;"Happy birthday to president Hillary. We hope we have happiness for every family. We rise up as women since 2016. We will see you on the Internet and TV. You work hard for American people. You teach us women to be brave. You are a role model for our nation. We want to say: "" congratulations!""";Clinton
889307941125736_1186492991407228;1186492991407228_1355273877820472;N;N;No one should ever have to listen to Hillary for longer then 30 mins;Clinton
889307941125736_1192103454179515;1192103454179515_1782322802039470;O;N;A vote for Hillary & the Democrats is a vote for the final destruction of America & the total slavery of We The People…A vote for Hillary is a vote for Civil War!;Clinton
889307941125736_1320561358000390;1320561358000390_1812114599032414;S;N;My parents never got to see the day, but my siblings, and younger family members are seeing history (herstory)!!!!!;Clinton
889307941125736_1022272501162612;1022272501162612_1022290227827506;N;N;Surprised you are bringing this up in your campaign - Cruz & Rubio are not eligible to run under our Constitution!;Clinton
889307941125736_990564414333421;990564414333421_990586037664592;O;N;Maybe Hillary can call Putin and press the restart button. After all she did such a great job as sec. of state. LMAO;Clinton
889307941125736_1200910479965479;1200910479965479_1573568696278224;N;N;I watched this clip at least 10 times and cried every time. So powerful <3;Clinton
889307941125736_1309824979074028;1309824979074028_551625465034290;N;S;We going to put the world in order in right way for all and get the ground ready for Jesus coming and trump have faith in the bible to do that . Much evil in the nation to destroy good one because of faith in Jesus . Same just hate u because u good person bring evil character in the nation and is fine to be evil no trump will stop all and get the nation ready for Jesus coming to tell all what to do . U don't like it u leave the nation .;Clinton
889307941125736_1197998926923301;1197998926923301_1110557518979561;N;N;Is it true Hillary? It's being reported that the fire Marshall wouldn't allow the American flag at the DNC because it's a fire hazard?;Clinton
889307941125736_1309604815762711;1309604815762711_1238627449514440;S;O;America is Great, always has been and still is and always will be!! Love your country Stand United Together Vote Blue💙🇺🇸.;Clinton
889307941125736_1061620257227836;1061620257227836_432353160301100;O;N;saying anything about children is the most obvious form of political pandering. whenever you say child or children or what gave you the crowd inevitably erupts in applause. hillary knows this, clearly. all this video shows is that she knows how to pander, and is that what you really want in a candidate?;Clinton
889307941125736_1306126309443895;1306126309443895_1306141162775743;O;N;You lied under oath... You are a terrible person, let alone candidate!!;Clinton
889307941125736_1198377606885433;1198377606885433_1082056078582076;N;N;It's beautiful to view them as lifelong best friends.;Clinton
889307941125736_1110047572385104;1110047572385104_1691408667803126;O;N;The Clintons appointed Allen Greenspan to the FDA, they also repealed the glass sealant act! They are corporate tools!!;Clinton
889307941125736_1296376267085566;1296376267085566_1005675319539085;N;N;So idiots from Broadway tell us who to vote for now?;Clinton
889307941125736_1186492991407228;1186492991407228_835349336598047;O;N;Ok I have a ? Which person did bad things with their computer, lied about it, someone's child died because of it, lied to authorities, and stunned the world when exonerated?....... trick question it was both hillary Clinton and Casey anthony.;Clinton
889307941125736_1033383693384826;1033383693384826_1033390726717456;N;N;DEC. 17, 2015: With 271,527 votes cast -- and all three presidential candidates campaigning directly for your vote -- the results are in and they are extraordinary. Bernie Sanders has earned Democracy for America's endorsement in the 2016 Democratic Party presidential primary with an astonishing, record-breaking 87.9% of the vote.;Clinton
889307941125736_1108660475857147;1108660475857147_1300064266677171;O;N;"Hillary IS She Devil! She eats children for breakfast. THAT is the kind of ""LIKE"" she has for children.";Clinton
889307941125736_1312243758832150;1312243758832150_675725745919116;O;N;What a sellout! It's a proven fact she cheated to win the primary and stole it from Bernie and here he is supporting her. What a bunch of morons.;Clinton
889307941125736_1274789529244240;1274789529244240_1061103194011431;N;N;Can this guy run for president? A million times better speaker and presence than our current candidates. Sheesh. Juanky Row Buy Na;Clinton
889307941125736_1312547962135063;1312547962135063_1312572452132614;S;O;When we think of donald, let's think of Lincoln: America will never be destroyed from the outside. If we falter and lose our freedoms, it will be because we destroyed ourselves. VOTE BLUE....VOTE HILLARY...FOR DEMOCRACY;Clinton
889307941125736_1185746888148505;1185746888148505_560712800765502;N;O;Stephen Breuer. no, we had President Bush directly responsible for the deaths of thousands of US soldiers for invading the wrong country. Dumb = Republican voter. Now we have Republicans voting for a KKK lover who worships facists and clearly is a sociopath. They died in Benghazi bc Republicans cut defense funding. Get your facts straight.;Clinton
889307941125736_1232729663450227;1232729663450227_682516228584261;O;N;"""ILLEGAL IS THE hil-LIAR-y way.LEGAL-Not so Much.";Clinton
889307941125736_1306126309443895;1306126309443895_1804681776486976;N;N;I cannot wait for this election to be over. As for the servers and emails, we were ALL told to go to private servers in a memo issued by Homeland Security. The first issue was in 2005. URL;Clinton
889307941125736_964342740288922;964342740288922_964542283602301;N;N;How about protecting the people who are now forced to pay for it? We are being exploited while the healthcare CEO are racking up $100,000,000 annual salaries and the industry is living large. Hey, how about those $6,500 deductibles for the poor! This is just another way the elites are looting the middle class and cheating the poor. Plain class warfare. It has to stop or the deal needs to be shut down.;Clinton
889307941125736_1304203499636176;1304203499636176_926491180787544;N;N;I tell you a better solution Hillary you know what was in all your emails. How about you come out and tell the truth before it is exposed by the FBI. That would make you look alot better at this point.;Clinton
889307941125736_1110047572385104;1110047572385104_1706020752972708;O;N;She never gave us in Wisconsin one single reason she's better than Bernie. Making a half-hearted attempt to appeal to his issues (note the plural) was really dismal.;Clinton
889307941125736_1250837141639479;1250837141639479_1114382675318645;S;N;Hillary Clinton does not know surrender It is natural that Hillary Clinton is due one step Not for their surrender , but the starting strongly with the White House They used to share a plan , because the stock at the start needed to go back a step backwards in order to reach the desired goal , Yes , Hillary Clinton Yes , Hillary Clinton Yes , Hillary Clinton We are all with you The days will witness Diaa Abdullah ...;Clinton
889307941125736_1028330590556803;1028330590556803_723746031103026;S;N;She was already first women!!!!! She will be the first commander in chief that is a women and I'm very proud of her!!!;Clinton
889307941125736_1042643719125490;1042643719125490_1659082144358207;S;N;HAPPY NEW YEAR 2016 to HILLARY AND MR CLINTON and family wish Grazyna;Clinton
889307941125736_1079313745458487;1079313745458487_1079390112117517;N;N;"Kathleen Mary this reminds me of Elf when he's like ""10 am tomorrow Santos's coming to town"" 😂";Clinton
889307941125736_1253949224661604;1253949224661604_1596627870632294;N;N;What does she make up? You don't get to prick the balloon and run away! Explain!;Clinton
889307941125736_1322391901150669;1322391901150669_1854528974766616;N;N;Isn't it illegal to take photos at the booth in New York? Or is it just the card? Trumps son did, what a genius.;Clinton
889307941125736_1137710139618847;1137710139618847_1736289703317906;N;N;My passport is in order just in case.... I love Toronto ❤️;Clinton
889307941125736_1037752582947937;1037752582947937_1105641602788965;N;S;Gentleman MR TRUMP BEST QUALIFIED AS COMMANDER IN CHIEF AND PRESIDENT!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸👍;Clinton
889307941125736_1240155159374344;1240155159374344_1833063246927505;O;N;"hillary was ""ready"" to travel the world on our dime. Reminder - hillary told the FBI that she didn't remember ANYTHING she did as Secretary of State. But she liked traveling for free. She wants to do a lot more. She liked getting enriched uranium to putin. There are many more tyrants who need help.";Clinton
889307941125736_1318546694868523;1318546694868523_1759097994342494;O;N;no one is perfect, no one... ok she did some cute things, now show me a video with the bad things! ... drugs, war, genocide, corruption, .. so on... ye ye! she is a dream come true! URL;Clinton
889307941125736_1200227913367069;1200227913367069_1571963753098889;N;O;I'm pretty sure donald has done some illegal stuff as well. I;Clinton
889307941125736_1295955130461013;1295955130461013_1607001736260413;O;N;NOTHING You are going to do nothing except start a war;Clinton
889307941125736_1312547962135063;1312547962135063_1160843797327394;N;O;trump supporters can only focus on hillary's e-mails while there's a plethora of even worse issues with him.;Clinton
889307941125736_1053535781369617;1053535781369617_1053858811337314;N;N;How's about what you touched Bill, you know like Monica, and Jennifer, and Kathleen, and you know the list. I'm pretty sure if I was a sexual predator, I'd be less conspicuous.;Clinton
889307941125736_1283675618355631;1283675618355631_1210822285658339;O;N;The whole country and half the world are lying about Hillary she's completely innocent I don't think so I think she learned alot while being a lawyer before she was fired like how to get away with crimes like fraudulent voting and voting hasn't even started;Clinton
889307941125736_1246415762081617;1246415762081617_603174123198562;O;N;COLIN POWEL ALSO SAID HILLARY CLINTON IS A ULTRA FILTERED DISTILLED IDIOTIC LYING IMBECILE WHO SCREWS UP EVERYTHING AND IS UNFIT FOR ANYTHING ..... WILL CNN REPORT THAT CONTINUOUSLY PLEASE .....;Clinton
889307941125736_1257307904325736;1257307904325736_1765471927039017;O;N;And yet HRC keeps so much of her own foundation money.;Clinton
889307941125736_1307187779337748;1307187779337748_1238902196169277;O;N;Comey was stuck between a rock and a hard place and decided that withholding information was worse than not putting the information out for us to see. Hillary couldn't do the same. She chose to withhold information and lead us all to believe that the investigation was over and she would not be held accountable for her incompetence. No one should be above the law.;Clinton
889307941125736_1320684274654765;1320684274654765_973117386133163;N;N;My question is....how can she be a presidential candidate when her husband was impeached?;Clinton
889307941125736_1272225966167263;1272225966167263_1815220052047521;O;N;since when has hilary been good for the black community? these are easily paid actors on a script and they were paid with cookies and amazon gift cards for their time;Clinton
889307941125736_1320209508035575;1320209508035575_1818286031781948;O;N;"The election is upon us. To my African American citizens, I would urge you to bow the knee and do what the liberals profess is the black man's duty, to vote for the liberal. A special crown of recognition has been given upon you, and it has returned full circle. We are surrounded by those who want to prey upon the weak, in every society. But those who prey, with the cloak of dark skin, are worthy of recognition from those predators who do not bear this heritage. And Massa Hillary from her own heart, gave birth to a word, to recognize these extraordinary looking criminals, the most despicable of all, to which she crowned and anointed as , the ""Super Predator."" Now before you dare think to rebel against this special recognition given by her, take heed. She is not to be messed with. She stated that these special predators ""need to be brought to heel."" It's a familiar statement once spoken by those who were white and and from the old Dixiecrat South, when a black person didn't know his place. And it matters not that her husband in the past paid $20,000 to be a member of a ""whites only"" golfing country club. You do what's expected of you, submit, and dare not raise your head in objection. Your lot will not change, but that is not your concern. Your inner cities will continue to crumble as your blood spills upon the street. Unemployment will single you out like no other segment of society. It will become apparent that the nightmare will continue, while others obtain the American Dream. Your heritage, your reward for faithful service, is what it will always be. A false promise of hope every four years, then forsaken. Perhaps those who demand your servitude see this as reward enough...";Clinton
889307941125736_1189019197821274;1189019197821274_1404983603141678;S;N;Hillary, dear...this is your chance to choose a VP that is exciting, bold and different and ready to take off running. Do not blow it. You got this.;Clinton
889307941125736_1306820212707838;1306820212707838_1431860603508325;N;N;Bruce Blair how much did you get paid to say this? Follow the money, they are all dirty;Clinton
889307941125736_1200227913367069;1200227913367069_933161116792215;N;N;And some of you are soooo unkind... That's what is scary about this world!! This convention has been about goodness and kindness...a lost important character trait!!! 😰;Clinton
889307941125736_1162841847105676;1162841847105676_804750256326352;N;N;trump card wont be the next prez, understand you all better do;Clinton
889307941125736_1055908027799059;1055908027799059_1056041241119071;N;N;In the latest polling, Bernie does better against Cruz and Trump than Hillary. So who is most electable is not a selling point for Hillary. Bernie is the more progressive and authentic candidate. I would much prefer Hillary/Bill over the Republican alternative, but these kinds of shots against Bernie turn me off.;Clinton
889307941125736_1183890108334183;1183890108334183_1801880100093460;O;N;The old heifer should have listened when she was told about the importance of the security of this country and unsecured emails;Clinton
889307941125736_1265976890125504;1265976890125504_1591863331118335;O;N;"The Associated Press reports that more than half of Hillary Clinton's nongovernmental meetings at the State Department took place with Clinton Foundation donors. There has now been a proven ""pay for play"" environment established and Hillary's top aide Huma Abedin was the quarterback of the entire operation by coordinating with foreign donors. Here is a quick list of questions Hillary refuses to answer: Hillary Clinton has not answered why her State Dept. approved the transfer of 20% of all U.S. uranium to Russia while not disclosing to the Obama administration that nine investors in that uranium deal funneled $145 million to the Clinton Foundation. Hillary Clinton has not answered why her brother, Tony Rodham, sat on the board of a company that received a rare ""gold exploitation permit"" from the Haitian government while she was dispersing billions of U.S. taxpayer dollars in Haiti earthquake disaster relief. Hillary Clinton has not answered why she hid $2.35 million in Clinton Foundation donations from the head of one of the Russian government's uranium companies. Hillary Clinton has not answered why she has yet to release the names of the 1,100 foreign Clinton Foundation donors. Hillary Clinton has not answered why it was appropriate for Bill Clinton to deliver a $500,000 speech in Moscow paid for by a Kremlin-backed bank while she led the so-called Russian reset as Sec. of State. Hillary Clinton has not answered why her current campaign chairman, John Podesta, sat on the board of a company alongside Russian officials that received $35 million from Rusnano, Vladimir Putin's funding apparatus.";Clinton
889307941125736_1168458806543980;1168458806543980_856185487849487;N;N;if he really cared he wouldnt try to re-illigalise it from the start;Clinton
889307941125736_1318546694868523;1318546694868523_1333243046685693;O;N;"Among the revelations from WikiLeaks: An internal research document said as Secretary of State Hillary Clinton ""disregarded ethics guidelines"" in 2010 when she raised more than $72 million for the U.S. Pavilion at the World's Fair in Shanghai in 2010. The document said Clinton took money from contributors who later ""received favorable treatment"" from the State Department and also donated to the Clinton Foundation, according to a 2015 internal Clinton research document revealed Sunday by WikiLeaks. In April 2016, the Clinton campaign compiled questions for CNN reporter Wolf Blitzer to ask in an upcoming interview with Republican presidential candidate Donald Trump. Some form of agreement existed between the Bernie Sanders and Clinton campaign based on information the Clinton camp had on Sanders. It was referenced by Clinton campaign manager Robbie Mook in a 2015 email that read, ""This isn't in keeping w the agreement. Since we clearly have some leverage, would be good to flag this for him.""";Clinton
889307941125736_1227858130604047;1227858130604047_490809164462039;O;N;Poor minorities act like dependent babies who DO NOT want to weaned off Mama Democratic Dependency breast. They are terrified of change so they rather stay in the oppressed poverty condition they are living in, SETTLING FOR LESS, voting for the same oppressed corrupt politicians who have been oppressing them in poverty and crime for years now, VERY SAD. You can take a horse to water but you cannot make them drink.;Clinton
889307941125736_1319779711411888;1319779711411888_1433865083298062;O;N;Revelations that @HillaryClinton asked her maid to print out classified material at her home gives the word reckless a whole new meaning;Clinton
889307941125736_1158234167566444;1158234167566444_1779151209029230;O;N;Liar and corrupt Hillary, shouldn't throw rocks when you live in a glass house.;Clinton
889307941125736_1088844324505429;1088844324505429_1064219207000362;S;N;Vote for Hillary Clinton she's the eye of America's future;Clinton
889307941125736_1003527326370463;1003527326370463_1003759919680537;S;N;I love your passion! When your in Chicago, please meet me in the west side of chicago and meet my peeps especially my big brother cisco raybon from koster and roosevelt. We need your help more than ever on the west side. He is manager of the citco gas station. Thanks Hilary!;Clinton
889307941125736_1029068607149668;1029068607149668_1029110267145502;S;N;Can't wait..go Hillary we love you! New news posted on fb...Mexican cartel Rl Capo just waged war on ISIS for destroying 2 Mexican drug ships in middle east gulf! He met his match!;Clinton
889307941125736_1091432650913263;1091432650913263_1695084387399875;N;N;Who ever owned a gun should pay taxes every year and background too. Just like you owned a vehicle;Clinton
889307941125736_1322677101122149;1322677101122149_1077200322397374;S;N;Sorry hillary dont know if im eligable to even vote I wish I knew huh id vote for you madam;Clinton
889307941125736_1062656817124180;1062656817124180_1063470960376099;N;N;Name 5 pieces of legislation authored by Hillary Clinton in her 8 years in the Senate.;Clinton
889307941125736_1322391901150669;1322391901150669_1854482658104581;O;S;Hey snowflakes....go find a safe space cuz when Trump wins you're gunna need it. #Hillary4Prison;Clinton
889307941125736_1302029119853614;1302029119853614_1798051500432677;O;N;Hillary demands that her newly discovered emails be released immediately. America, congress and the FBI asked for the same thing months ago, and were denied. Apparently Humah didn't get the memo to wash her devices with a cloth hammer.;Clinton
889307941125736_1308545195868673;1308545195868673_637977919707758;O;S;"Ever wondered why there have been so many kid pictures here...I was wondering myself until this came out yesterday....follow the link. This is the most corrupt person I have ever known. She aligns herself in un-lawful activities. Even the White House has cancelled all rallies with her...URL You do realize the statement you make when you say Im with Her? Please vote for Trump. Trump for Freedom in America, ""Liary"" for slavery, division, and the destruction of America. Please chose wisely.";Clinton
889307941125736_1168697169853477;1168697169853477_616748298500179;N;N;Can you post things in English what country are you representing;Clinton
889307941125736_1156264507763410;1156264507763410_1589063224442973;O;N;Looks like she'll be having some fun with interns,too.;Clinton
889307941125736_935944186462111;935944186462111_935951916461338;S;N;Hillary rules! She will put the U.S. BACK ON TOP. Hillary all the way!;Clinton
889307941125736_1171329292923598;1171329292923598_1171167049580285;N;N;Just as I suspected....no questions...JUST YAP YAP YAP TALKING POINTS;Clinton
889307941125736_1097073800349148;1097073800349148_1667508800165018;N;N;#QuestionOfTheDay Who is willing to #PayItForward and help fund M & M Designs #waterwaycleanup URL;Clinton
889307941125736_1125731084150086;1125731084150086_1703130009961239;N;N;"<iframe width=""640"" height=""360"" src=""URL frameborder=""0"" allowfullscreen></iframe>";Clinton
889307941125736_1053545058035356;1053545058035356_1778905328988339;N;N;Help I'm stuck on this post and can't getout;Clinton
889307941125736_1145621892161005;1145621892161005_1027605123959430;N;O;That's because it will show he really doesn't have a lot of money and he pays no taxes;Clinton
889307941125736_1310539592335900;1310539592335900_1822990694611400;S;N;All my friends are voting for you. We're not confused, the choice is clear!;Clinton
889307941125736_1316222755100917;1316222755100917_1156634454430694;N;N;Shyno Xhyno esto te interesa a ti mi amigo tu que eres mojarra en Estados Unidos y pues a votar por hilary y no por el trompudo si no te va correr a la colonia industrial o ala chaveña;Clinton
889307941125736_1157626774293850;1157626774293850_1748667745413370;N;N;Mrs. Clinton also said Barack Obama had no qualifications to be President of The United States Of America in 2008 when she was campaigning against him in the Primaries. Joe Biden and John Kerry followed suit saying the same thing about Obama. Point is: At what point do we believe ANYTHING present day Politicians say? It is a shame that we have no standouts on either side. God Bless America--She needs Him.;Clinton
889307941125736_1234741076582419;1234741076582419_1737735049809946;O;S;"CORRUPT!!! People we need to stop being blind; these Elite are brainwashing you! Martin Luther Kings Family Endorsed Donald Trump. Our Border Endorsed Trump; LOOK AT HER DONORS! SUADI ARABIA??? WTF??? Lies Lies Lies Hillary ... more classifed emails u said u didnt have... YOU LIED TO CONGRESS this is making our american justice system look bad....";Clinton
889307941125736_1201567646566429;1201567646566429_1123324141075899;O;N;"Hillary Clinton has now been claimed the Democratic nominee. The DNC (Debbie Wasserman Schult) had already made their decision in Clinton's favor. It was already a (rigged) done deal in my opinion!! Hillary Clinton also claims that all Bernie Sanders supporters ""WILL"" support her even if he runs third party. I say ""NO"" to Hillary Clinton. Hillary Clinton is the biggest liar and most corrupt politician out there. She would sell her soul to be president. Now that Hillary Clinton is the Democratic nominee you better do as she commands. B|";Clinton
889307941125736_1181231811933346;1181231811933346_1829074613980107;O;N;this corrupt crooked hag has less likes than the donald. dirty politics just pander to negroes and immigrants to continue her corrupt politicAL career;Clinton
889307941125736_1110047572385104;1110047572385104_1747236995491884;S;O;We need a President that has values, intelligent, well qualified, experienced, and trustworthy. A President who can brings the value of the American people. Who united people instead of hatred, separations, fears and prejudices. May God bless you and gives you more wisdoms to make the United States of America great again Madame President!!! Hillary R. Clinton2016!!!!;Clinton
889307941125736_1317171705006022;1317171705006022_1453978497949093;N;N;Can't run on your own policy or accomplishments. So run on he simple idea hat you aren't the opposition;Clinton
889307941125736_1031549933568202;1031549933568202_1040115236045005;N;N;An article on the idea of public safety and protection: URL;Clinton
889307941125736_1278019872254539;1278019872254539_1141366459283887;N;O;"Trump doesn't have the discipline to follow the rules of a debate. Let alone lead this country. Keep in mind, this is the same guy who said ""once I win the nomination, I'll be so presidential. I'll be the most presidential candidate you ever seen...."" well... were still waiting, Donald.";Clinton
889307941125736_1246183285438198;1246183285438198_977893635672101;N;S;Together includes everyone!!!!!! Trump is fair and for everyone! OBAMA DOES FOR ISLAM AND ELITES ONLY. OBAMA TAXES 7S TOO DEATH!!!!;Clinton
889307941125736_974472185942644;974472185942644_974862025903660;O;N;Perhaps if she truly cared.about womens rights she and her corrupt foundation wouldn't have accepted so much money in donations and speaking fees from middle east counties that have such poor reputations. Of course would be more difficult to pay Chelsea 600,000 dollars to work at a charity that keeps 90% of the donations for Costs.;Clinton
889307941125736_1200227913367069;1200227913367069_1250864844932965;S;N;I'm with her. America with her. No haters with her. Love with Hillary.. 🇺🇸🇺🇸🇺🇸🙌🙌🙌🙌🙌🙌😇😇😇;Clinton
889307941125736_1319682154754977;1319682154754977_1843580819193934;O;S;If Trump becomes President...THINK HARD FOLKS! • The Clinton Corruption is destroyed and rendered powerless. • The media has been neutered forever. • Career politicians will have lost all job security. • The guns in your home will safely stay there. • Preachers will be free to preach truth without the threat of government interference. • Israel will have no doubt that we are truly their ally • Iran will not get one more plane full of cash. • No more apologies to the world for being great! • Our enemies, most of which help fund Hillary's campaign will definitely be a little scared. • Our healthcare rates stand a real good chance of going down. • There is at least some hope that new manufacturing jobs will be coming back to your state. • The drug cartel and other criminals currently crossing our borders will realize their days are numbered. • The police will be supported so they can restore law and order. The list could go on and on, but it sounds like America may be on the road to becoming great again within the first few hours on November 9 if Trump does win. Copy and paste this as your status if you support and will vote Donald Trump for president 2016. PLEASE SHARE !!;Clinton
889307941125736_1095953730461155;1095953730461155_1145034658848908;O;N;Clinton should not even be allowed to run while under investigation! She lies so much, she herself probably don't know what the truth is!!!! We do not need her as President! She can't even take care of her personal 'affairs' , we sure do not need a liar for President! Also her pockets full of money from people and companies who will be pulling her strings!!!!!!;Clinton
889307941125736_1135833526473175;1135833526473175_1036602636433689;O;N;"""The United States takes human rights violations very seriously."" Hillary Clinton.....unless we're talking about ""Israel"". SHAME ON YOU, MRS. CLINTON! You can't pretend that you don't know what's going on. Again, SHAME ON YOU!";Clinton
889307941125736_1002756769780852;1002756769780852_1002837946439401;S;N;Hillary Clinton you are my super hero! What an incredible role model you are for our daughters. You are elegant, poised, graceful under pressure, and oh so presidential. #teamhillary #clinton2016;Clinton
889307941125736_1310539592335900;1310539592335900_1630223920337005;S;N;I will fight for this first female President with all my might...this is really a turn in our lives for the better!!;Clinton
889307941125736_1173122682744259;1173122682744259_676588035812831;N;O;The whole world knows what Mr Trump is, but not some Americans! 😂;Clinton
889307941125736_1289957681060758;1289957681060758_1760717484188284;N;S;45th President of the United States of America Donald J. Trump;Clinton
889307941125736_1317336704989522;1317336704989522_1609177069387487;N;N;America is following the collapsed Roman Empire..... Enjoy the ride folks;Clinton
889307941125736_1094983247224870;1094983247224870_1695820457332289;N;S;at the end of the day if the anti trump protesters didn't show up at the gathering there would have been no violence. By stooping to this level the anti trump protesters throw away their credibility, and strengthen the trump followers resolve.;Clinton
889307941125736_1226076224115571;1226076224115571_1023074651139260;S;N;Look! Hear! This is a wonderful Woman for President of the United States of America! Madame Hilary Clinton/Tim Kaine 2016 💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯;Clinton
889307941125736_1254141057975754;1254141057975754_1254259217963938;O;S;Hillary Clinton as a candidate has been shown to lie throughout her whole career yet you brainwash Democrats will still vote for a corrupt lying politician like crooked Hillary Clinton. Donald Trump is ahead in Colorado. Michigan and Ohio and North Carolina and pulling ahead in Pennsylvania and Florida and now ahead in Nevada LOL crooked Hillary you do not stand a chance the American people are standing up and taking our country back. Make America great again Donald Trump 2016;Clinton
889307941125736_1251766138213246;1251766138213246_1782886955326356;O;N;"her lack of morals and ethics is MORE of an issue than her health. everyone WILL die. not everyone has a worthwhile life. ~ URL she was FIRED from her first job as an attorney, quote: ""from Democrat Jerry Zeifman, a counsel and chief of staff of the House Judiciary Committee, who supervised Clinton said ""Hillary Clinton is ethically unfit to be either a senator or president — and if she were to become president, the last vestiges of the traditional moral authority of the party of Roosevelt, Truman and Johnson will be destroyed."" Zeifman fired Rodham and said he refused to give her a letter of recommendation. According to the Calabrese column as reported by TruthOrFiction.com, Zeifman said he regrets not reporting Rodham to the appropriate bar association.";Clinton
889307941125736_1247097212013472;1247097212013472_1368292969865049;O;N;The one thing I noticed with all Hillary supporters just like they put their fingers in their ears and go lalalalala she's a woman that's all they can say. But ask them to read about Hillary any book they wish over the last 30 years to understand her past they don't want to hear it;Clinton
889307941125736_1150200808369780;1150200808369780_848234798641213;O;N;Did she also teach you to stay married to, and protect, a SEXUAL PREDATOR?;Clinton
889307941125736_1312243758832150;1312243758832150_1268839699804314;N;N;I can't imagine listening to that voice for 4/8 years;Clinton
889307941125736_1318432504879942;1318432504879942_1403203596411228;N;S;Trump is winning and will win It's not because of the emails it's because good Americans want there country back they are tired of the lies and bs and the past 8 years we all should see how Corrupt Washington is by what happen today Comey caves again remember he was appointed by Obama everyone has a price look Obama is desperate spend tax payers money campaigning for Hilary looks Ike Hilary has something big on him. It's true it is time to drain the swamp don't care if your demo or republican we all know something isn't right in Washington;Clinton
889307941125736_1033720366684492;1033720366684492_474141919377594;O;N;Hillary's top supprter is a bank! Yay for crony capitalism! AMALGAMATED BANK WASHINGTON, DC 20036 10/6/14 $1,000,000 Ready for Hillary;Clinton
889307941125736_983547811701748;983547811701748_983591265030736;O;N;of course you are...baby killer by association...God forbid you are ever president.;Clinton
889307941125736_1159869000736294;1159869000736294_1539580526348948;O;N;Hillary hates decent people. She despises decent and common behavior. Hillary is a vial Bully always has been...from Hubble to McDougal...Lies to college kids about Wall St. and then accepts millions for an hour speech that praises their corrupt methods....She is the Problem, not the Solution.;Clinton
889307941125736_1249085278481332;1249085278481332_722915241179679;N;O;Stop patting yourself on the back, you dumb moron. YOU started the birther nonsense. You're pathetic, Trump.;Clinton
889307941125736_1260190977370762;1260190977370762_1845655805664603;O;N;"It's amazing how Hillary Clinton has a photographic memory for everything Donald J. Trump ever said about a woman going back 25 years and ""cannot recall"" anything when questioned by FBI in two separate Criminal Probes of which she was/is the subject of";Clinton
889307941125736_1315734051816454;1315734051816454_1191070524314843;S;N;Hillary ran this race the day America's faith in government died. She was challenged by the face of rebellion, which took the likeness of Donald Trump. And she's about to become the first woman President of the United States. My inside feeling about Hillary Clinton has changed from dread to complete respect. Deal me in. Go Hillary, bring it home. #ImWithHer;Clinton
