prompt,completion,preds
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Begin forwarded message: A quick refresher! If you're over 35, you lived through it, so read it and recollect. Amazing to me how much I had forgotten! For those under 35, read this, verify and don't forget. When Bill Clinton was president, he allowed Hillary to assume authority over an attempt to health care reform. Even after threats and intimidation, she couldn't get a vote in a Democrat controlled US Congress. This fiasco cost the American taxpayers about $13 million for studies, promotion, and other efforts. Then, President Clinton gave Hillary authority over selecting a female attorney general. Her first two selections were Zoe Baird and Kimba Wood - both were forced to withdraw their names from consideration. Next, she chose Janet Reno - husband Bill described her selection as ""my worst mistake."" Some may not remember that Reno made the decision to gas David Koresh and the Branch Davidian religious sect in Waco, Texas resulting in dozens of deaths of women and children. Husband Bill allowed Hillary to make recommendations for the head of the Civil Rights Commission. Lani Guanier was her selection. When a little probing led to the discovery of Ms. Guanier's radical views, her name had to be withdrawn from consideration. Apparently a slow learner, husband Bill allowed Hillary to make some more recommendations. She chose former law partners Web Hubbel for the Justice Department, Vince Foster for the White House staff, and William Kennedy for the Treasury Department. Her selections went well: Hubbel went to prison, Foster (presumably) committed suicide, and Kennedy was forced to resign. Many younger voters will have no knowledge of ""Travelgate."" Hillary wanted to award unfettered travel contracts to Clinton friend Harry Thompson - and the White House Travel Office refused to comply. She managed to have them reported to the FBI and fired. This ruined their reputations, cost them their jobs, and caused a thirty-six month investigation. Only one employee, Billy Dale was charged with a crime, and that of the enormous crime of mixing personal and White House funds. A jury acquitted him of any crime in less than two hours. Still not convinced of her ineptness, Hillary was allowed to recommend a close Clinton friend, Craig Livingstone, for the position of Director of White House security. When Livingstone was investigated for the improper access of about 900 FBI files of Clinton enemies (Filegate) and the widespread use of drugs by White House staff, suddenly Hillary and thepresident denied even knowing Livingstone, and of course, denied knowledge of drug use in the White House. Following this debacle, the FBI closed its White House Liaison Office after more than thirty years of service to seven presidents. Next, when women started coming forward with allegations of sexual harassment and rape by Bill Clinton, Hillary was put in charge of the ""bimbo eruption"" and scandal defense. Some of her more notable decisions in the debacle were: She urged her husband not to settle the Paula Jones lawsuit. After the Starr investigation they settled with Ms. Jones. She refused to release the Whitewater documents, which led to the appointment of Ken Starr as Special Prosecutor. After $80 million dollars of taxpayer money was spent, Starr's investigation led to Monica Lewinsky, which led to Bill lying about and later admitting his affairs. Hillary's devious game plan resulted in Bill losing his license to practice law for 'lying under oath' to a grand jury and then his subsequent impeachment by the House of Representatives. Hillary avoided indictment for perjury and obstruction of justice during the Starr investigation by repeating, ""I do not recall,"" ""I have no recollection,"" and ""I don't know"" a total of 56 times while under oath. After leaving the White House, Hillary was forced to return an estimated $200,000 in White House furniture, china, and artwork that she had stolen. What a swell person - ready for another four or eight years of this low-life fool? Now we are exposed to the unsecure keeping and attempted destruction of beyond Top Secret emails while Hillary was US Secretary of State and the ""pay to play"" schemes of the Clinton Foundation. What ""shoe will fall"" next? But to her loyal fans: ""What difference does it make?"" Electing Hillary Clinton president would be like granting Satan absolution and giving him the keys to heaven! Please pass this on. Our way of life depends upon it.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""So Trump is playing the bigoted idiot card? There should be a card for that too.
""""""
","Against, Favor","Against, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Why is she blatantly stealing Bernie's message? That's my question.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""""I'm a Hillary Clinton fan. But I hope she bows out with grace... Reality must be looked in the eye. Clinton is a hugely divisive figure, including within her own party â and not primarily because she is a woman."" URL
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""This is how seriously Hillary takes it when a 12 year old girl gets raped. URL
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Dear Mrs Clinton; Can only get the American Sanders youthful followers behind him in the general campaign:- 1. Should in the near future be introduced by Sanders on the campaign platform 2. Should consider talking about her desire to work with both Congress and Senate to tax petroleum products even if by 2% per litre across all States to fund college graduates education and does reduce students debts burden. As a mother, she will never be fulfilled until her children get the chance to go through college education with less or no debt at all. 3. Should talk of new world trade order in which countries are all trying to reduce trade deficit. What it means is that one cannot damp his goods on another's door step without being willing to take in what the other is also capable of producing in return. Our unwillingness to open our markets to others maybe problematic more so in the face of our currency being the world order of exchange for trade amongst countries. If our cars, our phones, our communication products/softwares cannot be exported, what will become of our global made in America brand and pride? Nevertheless we need to look at quotas to stimulate domestic job creation in other to stop possible angry youths from holding incumbent government hostage over unemployment. Thank you Sent from Samsung Mobile
""""""
","None, None","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""America is following the collapsed Roman Empire..... Enjoy the ride folks
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hey, Hillary if you become president are you going to legalize or cover up any other murdering of U.S Ambassadors and staff members,in foreign countries?
""""""
","None, None","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""30 yrs and you haven't fixed anything, what is this going to fix.
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Lets all write in Bernie Sanders for President. Hillary stole the election from him. He is the real liberal in this election. #WriteInBernie2016
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Okay, so both HIllary and running mate grew up in small business families... you have to think about how things were when they were kids. The regulations weren't bearing down so hard and heavy on small business owners (with Obummercare, tax regs, etc.) that their parents could run a business and afford to take care of their employees, etc. Now it's SO different. So many regulations bearing down hard on business owners and now required to insure employees with Obummercrap that small businesses ran by people wanting to simply grow in a small business or ""raise their children"" in their business just cannot keep up and cannot keep the doors opened. Since #DishonestHIllary is determined to hang on to Obummercrap and his other policies, I guess you know what that would mean for small business owners? Or... do I have to spell it out for you??? Also, keep in mind... Trump signs the front of checks. #LyingHIllary signs the backs of checks.
""""""
","None, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I'm with her...as President Obama says ""the most qualified individual ever to run for the office."" Our next President!
""""""
","None, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""""I had to turn my sorrow into a strategy, my mourning into a movement."" Beautiful words.
""""""
","None, None","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""He is a sick vile man, and he is lying about all is accusations.
""""""
","Against, None","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""PROJECTED COSTS FOR 500,000,000 SOLAR PANELS AT $405.00 each plus installation and wiring needed to put them on the grid will be OVER A TRILLION DOLLARS!!! A TRILLION FREAKING DOLLARS!!!! WHO IS GOING TO PAY FOR THAT????????
""""""
","None, None","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I wonder if any dicks will be getting sucked in the Oval Office if Hillary wins
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary Clinton is our next POTUS! GOD BLESS YOU MY PEACE LOVING SISTER IN THE LORD!
""""""
","None, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I love your passion! When your in Chicago, please meet me in the west side of chicago and meet my peeps especially my big brother cisco raybon from koster and roosevelt. We need your help more than ever on the west side. He is manager of the citco gas station. Thanks Hilary!
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Just think about this folks just because Hillary was not found guilty from the FBI they did find her guilty of incompetence for using an illegal email server,irresponsible for classified emails,gross negligents handling her classifide emails,lied to Congress,lied to the American people about her emails,erased 33 thousand emails from her server after the FBI ask for them. So if she lied,withheld information From congress,FBI,American people what will she do as our president? Think about that people! Bill Clinton did meet with Loretta Lynch on that plane during an Ivestigation, Donna Brazile fired from CNN for giving Hillary the questions for debate these things are truthful so she has already tainted herself as untrustworthy to be the president of the United States.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Nachelle Rantin...look it up hillary said the same thing about building a wall.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Yes and i want Hillary to appoint Barack Obama to the Supreme Court as soon ase can.
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Oh I can't wait until the debates. Too bad the DNC & sHillary's ol' pal Deb has them rigged or else we would've had some already. No matter. She can run but she can't hide. She'll have to face Bernie eventually & when she does it'll be an absolute smoke show. When compared side by side she won't have a leg to stand on. #WeWantDebates #FireDebbieWassermanShulz #FeelTheBern
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""#QuestionOfTheDay Who is willing to #PayItForward and help fund M & M Designs #waterwaycleanup URL
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""You want us to forget about your lying and dishonesty. No we won't!
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""How is that possible for a man in the most democratic country to be as much crazy, extremely crazy like this man...Trump not should but he must be banned from the right of being candidate. Hillary Clinton will be the savior of the world from these kind of monsters.
""""""
","Against, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""All the Hitlary supporters need to ACTUALLY LOOK and they'll find, and it's well documented, that HER 2008 campaign failure started this NOT TRUMP! This lying, cheating, thief should be behind bars not in the White House.
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Copy & Paste Hamidreza Azarmehr Language is a powerful tool. Hillary Clinton is a master at the political language that Trump has yet to acquire. She uses the vocabulary of politicians to weave a deceitful web that sounds appealing to many in mainstream America. She's been rehearsing that script for 30 years. Trump speaks plainly without the jargon of Washington. She uses that language to disguise the corrupt, criminal behavior that she's engaged in for all those years. This is a sly, evil tactic used by dictators for centuries. Don't let Trump's inability to spew political rhetoric fool you. He knows what needs to be done and will put the right people in the right places to do it.
""""""
","Favor, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Wake up people... Hillary is pro pesticides, pro herbicides and pro GMO. She is also for the Dark Act which prevents you from knowing if you're eating chicken processed in China or country of origin of your food!
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""We will miss not only Obama but her to she is the best God bless her and her family!
""""""
","None, None","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I cant believe anyone buys into this power hungry pig and all of her lies hillary for jail in 2016!!!!!!!!!!
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""She'll first go after comedians for making fun of her thereby starting the end of our freedom of speech. Well, I guess she voted for the Patriot Act... URL
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""The book about Trump is published in Russia named "" The black swan of America ""! Putin is waiting for Trump to come to White House! Trump and Putin will make Russia great again! BE AWARE OF THIS!
""""""
","Against, None","Against, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""URL few FACTS that show Mrs. Clinton's true colors: ""We calculated Hillary Clinton's net worth as $31.3 million."" ""Combined Bill and Hillary Clinton net worth 2015: $111,000,000"" SOURCE: URL estimated net worth, $330,507, makes him one of the nation's poorest senators, according to the Center for Responsive Politics."" SOURCE: URL we agree that Mrs. Clinton has significantly more wealth than Bernie Sanders? Keep that in mind as I present the following FACTS: 1) Mrs. Clinton is so grotesquely greedy that she charged the Boys and Girls club of America a $200,000 speaking fee. This group is a small nonprofit charity that provides after-school programs for UNDERPRIVILEGED children. Let that sink in a minute. SOURCE: URL that is not sufficient to cause vomit to pool into your throat, there's more! Mrs. Clinton then lied, claiming she donates her speaking fees to charity. Politifact exposed the lie via Mrs. Clinton's own tax returns: SOURCE: URL ""Clintons earned $25 million from giving over 100 speeches in 2014 and the first four months of 2015. The former secretary of state earned an additional $5 million from sales of her June 2014 memoir, Hard Choices."" SOURCE: URL Bernie Sanders, a rival to Hillary Rodham Clinton for the Democratic presidential nomination, to reveal how much he made last year in speaking engagement fees. The total is $1,867.42 for three appearances, a grand sum that is chump change in presidential politicking but enough for the senator to respectably donate the money to charity."" SOURCE: URL Clinton keeps for herself the income from her book sales and speeches. Bernie Sanders donates ALL the income from his speeches and book sales to local food banks, and he RARELY charges for speaking engagements. SOURCE: URL Even though Sanders is one of the LEAST wealthy Senators and presidential candidates, Sanders CHOOSES to pay his interns. He is the ONLY candidate of EITHER party who pays interns. SOURCE: URL it obvious that Bernie Sanders is the true public servant?
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Scary isnt it? No matter what the media polling tells you - - GO VOTE! Get in line and VOTE!
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""He has no intension of deporting more than Obama did.. if you think that your stupid... He wants to deport the criminals... and bring jobs back to our country..No one in their right mind would do this.. As usual the democrats are using the African Americans and now the Latinos to get votes, And once she gets your vote you'll remain on welfare and food stamps.,, she won't even mention the problems in our inner cities that they created,.. don't be stupid and make your decision on bad commercials... This man is a blessing from God, who wants to help our falling country..
""""""
","Favor, None","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""JT Shroyer did you just re entered the USA. Hillary Clinton cost the taxpayers over $10 million Dollars. Bill had to remove her from the failed project. She didn't fight with any unions for minimum wage that just happened 3 months ago and now McDonald's is putting in computers and all these people will be out of jobs. Liberals are job killers. Don't don't build anything only take and destroy.
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary Clinton is a threat to American Democracy (what's left of it) and world peace. A vote for her is a vote for worldwide economic slavery and evil, endless war! She's a corrupt, evil, lying warmonger who already has blood on her hands of thousands of people and millions of dollars of blood money in the Clinton Foundation. #NeverHillary
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""AMEN! We have enough people trying to make those that aren't the same, less. We are supposed to be a United Nation, not one with layers of classes. Isn't that what was going on in Europe and one reason people moved to America?
""""""
","None, Favor","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I will write in Mr T before I vote for you!!!!
""""""
","None, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary can not be part of the solution! The Clinton and Bush clan are the problem .... war criminals in prison!
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Please please please come to my rally Bernie will be here remember how much you liked him why put them in the closet for you but I'll let them out every now and then
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""* * GO SUPPORT YOUR CANDIDATE NOW! * * . --- UNOFFICIAL Supporter Vote - Weekly update ---. . START DATE: 3/16/16 -- CURRENT DATE: 8/1/16. . Remaining Candidates: - - - - - -- - Number of Facebook Likes. . Donald Trump - 10,095,249 - up 3,55.795 since 3/16/16 (138) days. . Hillary Clinton - 5,280,714 - up 2,339,418 since 3/16/16 (138) days. . * * GO SUPPORT THEM AND LIKE THEIR PAGE NOW! * * . Hillary Clinton for prison 2016! .
""""""
","None, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""This morning CNN canned Donna Brazile. Looks like anyone around Hillary loses their job, nothing new... Anyone around Hillary suffer, but her. LOL However, his time she will be prosecuted. Time for her to retire.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Perhaps we should of read the bill to know what was in it before we passed it. Or perhaps all the ""freebies"" now need paid for so premiums and deductibles are skyrocketing so it needs ""fixed"" but is rather unfixable since theirs no separation clause.
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""If Hillary is president there is hope that we will slow, stop, and reverse global warming.
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Lol. A failed SOS and criminal for president and a impeached president and adulterer for nations first man. PRICELESS
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Happy birthday to president Hillary. We hope we have happiness for every family. We rise up as women since 2016. We will see you on the Internet and TV. You work hard for American people. You teach us women to be brave. You are a role model for our nation. We want to say: "" congratulations!""
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Obama and Hillary are always talking about America's values when importing Syrians. What about American values when it comes to killing babies and selling their parts?
""""""
","None, Against","Against, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""THAT!S COMPLETELY OPPOSITE OF WHAT YOU SAID IN 2012
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""I Will miss you President Obama. You and the First Lady are the Best of the Best. ððððð
""""""
","None, None","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""And yet we still can't find one police of yours that did any good for America.
""""""
","None, Against","Against, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""How I feel!!! If you do not agree, that's fine with me. I know a lot more that DO than DON'T!!!! Had to share this: Ok people, soap box moment......... Millions of trump supporters feel this way about Donald J. Trump.....""We don't care if the guy swears... or how many times he's been married...or who he voted for, or what his income tax return shows. We want the problems fixed. Yes he's an egomaniac, but we don't care. We know he's not a racist, or bad to women, or all the other things the liberal media is trying to label him with. We know he's raised a good family, and that says a lot about him. The country is a mess because politicians suck, the Republican Party is two faced & gutless, and illegals are everywhere and Muslims are openly trying to hurt this country and make the civilized world adjust to them. We want it all fixed! We don't care that Trump is crude, we don't care that he has changed positions, we don't care that he fights with Megan Kelly, Rosie O'Donnell, and so many of the elected establishment. We don't care that Rubio, Cruz, Ryan, the Bush's, and so many other top old and new Republicans refuse to endorse him for their own selfish reasons, and we know what they are. We don't care that he doesn't know the name of some Muslim terrorists, we don't care that he tried some businesses that didn't work out. This country is weak, bankrupt, our enemies are making fun of us, we are being invaded by illegals, we are becoming a nation of victims, where every Tom, Ricardo and Hasid is a special group with special rights to a point where we don't even recognize the country we were born and raised in, AND WE JUST WANT IT FIXED. And TRUMP is the only guy who seems to understand what the people want. We're sick of politicians, sick of the Democratic and Republican Party. We're angry about the Iran deal, the budget, treatment of Israel, military weakness, lobbyists, special interests, overpaid politicians with their self serving bills and back room deals, trade deals, loss of jobs, manipulated economic numbers, businesses fleeing, and even the phoney pay for play Clinton Foundation. Americans are no longer going to be fooled, and the movement is out to change the direction we're taking. Trump may not be a saint, but he doesn't have lobbyist money holding him, he doesn't have political correctness restraining him, and all you know is that he has been very successful, a good negotiator, he has built a lot of things, he's flexible, and he's also not a politician. And he says he'll fix it. And we believe him because he is too much of an egotist to be proven wrong or looked at and called a liar. Public service has become elected greed. This may be our only chance to have a non-politician, despite his flaws, try and correct the mess, at least for 4 years. We must take the shot, because the consequences of putting Hillary Clinton in office are frightening. There is a tidal wave happening, and its going to overcome much of what's happened to this country. If you feel the same you may feel free to repost this. GOD BLESS AMERICA... AMEN !!
""""""
","Favor, Against","Favor, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""A few Emails and so much drama.......Americans and their stupidity why did FBI shut the 9-11 case...............the Republicans were in power then as well..............they could not find bodies but the FBI found a passport of a terrorist in the rubble..............and half of the American people (idiots) actually believed it..............and now they wanna sit and believe some hacked emails when i taught America owns the silicon valley and everybody there understands technology well.............dont they know or rather understand that todays technology is so developed that u cant only hack but also manipulate data stored on other devices after hacking..
""""""
","None, None","None, None"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Go Hillary !! â¤ï¸ï¸ðºð¸â¤ï¸ï¸ðºð¸ Go Hillary !! â¤ï¸ï¸ðºð¸â¤ï¸ï¸ðºð¸ Go Hillary !! â¤ï¸ï¸ðºð¸â¤ï¸ï¸ðºð¸
""""""
","None, Favor","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""New music video... Outsider Regiment ft Lady Lux ""My People"" Donald Trump Diss URL
""""""
","Against, None","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Hillary Clinton does not know surrender It is natural that Hillary Clinton is due one step Not for their surrender , but the starting strongly with the White House They used to share a plan , because the stock at the start needed to go back a step backwards in order to reach the desired goal , Yes , Hillary Clinton Yes , Hillary Clinton Yes , Hillary Clinton We are all with you The days will witness Diaa Abdullah ...
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""She's a fighter for the corporate interests that Americans need protection from. Shame on you Elizabeth Warren for abandoning everything you have been fighting for to stump for this soulless shill. Bernie needed your support desperately and you let us down. She didn't win because she's a fighter. She won because she had more corporate money and the media behind her as well as being a familiar name/first female presidential nominee.
""""""
","None, Against","None, Against"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""what about your hate group BLM funded by your biggest supporter George Soro answer that question
""""""
","None, Against","Against, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""She is amazing and when asked a question she always comes with the answers... NO BS or going around the bush.. She is brilliant
""""""
","None, Favor","None, Favor"
"This statement may express a STANCE towards Trump, Clinton, or both. Return the STANCE [Favor/Against/None] for Trump and Clinton. Answer: {Trump: STANCE, Clinton: STANCE}

""""""Alright #TeamHillary it's time to set the polls on fire!!! We are going to bring Hillary home to The White House and prove we are not weak, we are strong!! Trump said if he doesn't win we will never see him again but we all know he lies but we will take him for his word this time and Landslide him right into the revolving doors of his Tower!! He has disrespected all the good women and men and we don't have to put up with it because God is with us and we are with God and the devil is a lie!!! So lets get out there and vote vote vote!! They will hear us Roar!!!
""""""
","Against, Favor","Against, Favor"
