post_id,reply_set,0,1,2,3,4,5,preds
238,4,"Support, Oppose","Support, Oppose","Oppose, Oppose","Support, Oppose","Neither, Neither",,"Support, Oppose, Support, Oppose, Oppose, Oppose, Support, Oppose, Neither, Neither"
239,4,"Oppose, Support","Support, Oppose","Support, Neither","Neither, Neither","Support, Oppose",,"Oppose, Support, Support, Oppose, Support, Neither, Neither, Neither, Support, Oppose"
240,4,"Oppose, Neither","Oppose, Neither","Oppose, Neither","Oppose, Neither","Oppose, Neither",,"Oppose, Neither, Oppose, Neither, Oppose, Neither, Oppose, Neither, Oppose, Neither"
241,4,"Oppose, Oppose","Support, Oppose","Support, Oppose","Oppose, Oppose","Support, Support",,"Oppose, Oppose, Support, Oppose, Support, Oppose, Oppose, Oppose, Support, Support"
242,4,"Oppose, Neither","Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Oppose",,"Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Neither, Oppose"
243,4,"Oppose, Support","Support, Neither","Oppose, Support","Oppose, Neither","Oppose, Neither",,"Oppose, Support, Support, Neither, Oppose, Support, Oppose, Neither, Oppose, Neither"
244,4,"Neither, Oppose","Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Oppose",,"Neither, Oppose, Neither, Oppose, Neither, Neither, Neither, Oppose, Neither, Oppose"
245,4,"Support, Oppose","Support, Oppose","Neither, Neither","Oppose, Support","Oppose, Oppose",,"Support, Oppose, Support, Oppose, Neither, Neither, Oppose, Support, Oppose, Oppose"
246,4,"Neither, Oppose","Neither, Oppose","Neither, Oppose","Support, Oppose","Support, Oppose",,"Neither, Oppose, Neither, Oppose, Neither, Oppose, Support, Oppose, Support, Oppose"
247,4,"Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose",,"Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose"
248,4,"Oppose, Support","Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Neither",,"Oppose, Support, Neither, Neither, Neither, Neither, Oppose, Neither, Neither, Neither"
249,4,"Oppose, Support","Neither, Neither","Oppose, Support","Oppose, Support","Neither, Support",,"Oppose, Support, Neither, Neither, Oppose, Support, Oppose, Support, Neither, Support"
250,4,"Neither, Support","Neither, Neither","Oppose, Neither","Neither, Neither","Oppose, Oppose",,"Neither, Support, Neither, Neither, Oppose, Neither, Neither, Neither, Oppose, Oppose"
251,5,"Oppose, Oppose","Neither, Neither","Support, Oppose","Support, Oppose","Oppose, Support","Oppose, Oppose","Oppose, Oppose, Neither, Neither, Support, Oppose, Support, Oppose, Oppose, Support"
252,5,"Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Oppose","Neither, Support","Neither, Oppose","Neither, Oppose, Neither, Neither, Neither, Oppose, Neither, Oppose, Neither, Support"
253,5,"Neither, Support","Oppose, Neither","Neither, Neither","Neither, Support","Neither, Support","Neither, Neither","Neither, Support, Oppose, Neither, Neither, Neither, Neither, Support, Neither, Support"
254,5,"Oppose, Support","Support, Oppose","Oppose, Oppose","Support, Support","Oppose, Support","Oppose, Support","Oppose, Support, Support, Oppose, Oppose, Oppose, Support, Support, Oppose, Support"
255,5,"Support, Neither","Support, Neither","Support, Oppose","Neither, Neither","Support, Neither","Support, Neither","Support, Neither, Support, Neither, Support, Oppose, Neither, Neither, Support, Neither"
256,5,"Support, Neither","Oppose, Neither","Oppose, Neither","Support, Neither","Oppose, Oppose","Oppose, Neither","Support, Neither, Oppose, Neither, Oppose, Neither, Support, Neither, Oppose, Oppose"
257,5,"Oppose, Oppose","Oppose, Oppose","Oppose, Support","Neither, Neither","Oppose, Oppose","Support, Neither","Oppose, Oppose, Oppose, Oppose, Oppose, Support, Neither, Neither, Oppose, Oppose"
258,5,"Support, Oppose","Oppose, Neither","Support, Oppose","Neither, Neither","Neither, Neither","Oppose, Neither","Support, Oppose, Oppose, Neither, Support, Oppose, Neither, Neither, Neither, Neither"
259,5,"Support, Oppose","Support, Oppose","Neither, Neither","Oppose, Neither","Oppose, Neither","Neither, Neither","Support, Oppose, Support, Oppose, Neither, Neither, Oppose, Neither, Oppose, Neither"
260,5,"Oppose, Support","Support, Oppose","Oppose, Support","Oppose, Support","Oppose, Oppose","Support, Oppose","Oppose, Support, Support, Oppose, Oppose, Support, Oppose, Support, Oppose, Oppose"
261,5,"Oppose, Support","Oppose, Support","Neither, Neither","Oppose, Support","Oppose, Support","Oppose, Neither","Oppose, Support, Oppose, Support, Neither, Neither, Oppose, Support, Oppose, Support"
262,5,"Support, Neither","Oppose, Neither","Neither, Neither","Support, Neither","Oppose, Neither","Oppose, Neither","Support, Neither, Oppose, Neither, Neither, Neither, Support, Neither, Oppose, Neither"
263,5,"Neither, Neither","Neither, Neither","Support, Neither","Oppose, Neither","Support, Oppose","Neither, Neither","Neither, Neither, Neither, Neither, Support, Neither, Oppose, Neither, Support, Oppose"
264,5,"Neither, Oppose","Neither, Oppose","Neither, Neither","Neither, Support","Oppose, Oppose","Oppose, Oppose","Neither, Oppose, Neither, Oppose, Neither, Neither, Neither, Support, Oppose, Oppose"
265,5,"Support, Oppose","Oppose, Neither","Neither, Neither","Support, Oppose","Oppose, Neither","Oppose, Neither","Support, Oppose, Oppose, Neither, Neither, Neither, Support, Oppose, Oppose, Neither"
266,5,"Oppose, Neither","Support, Neither","Oppose, Neither","Oppose, Neither","Support, Neither","Support, Neither","Oppose, Neither, Support, Neither, Oppose, Neither, Oppose, Neither, Support, Neither"
267,5,"Support, Neither","Oppose, Neither","Support, Oppose","Neither, Neither","Oppose, Neither","Support, Neither","Support, Neither, Oppose, Neither, Support, Oppose, Neither, Neither, Oppose, Neither"
268,5,"Support, Oppose","Neither, Neither","Support, Oppose","Oppose, Support","Neither, Oppose","Support, Oppose","Support, Oppose, Neither, Neither, Support, Oppose, Oppose, Support, Neither, Oppose"
269,5,"Support, Neither","Oppose, Neither","Oppose, Neither","Support, Neither","Support, Neither","Oppose, Support","Support, Neither, Oppose, Neither, Oppose, Neither, Support, Neither, Support, Neither"
270,5,"Support, Neither","Neither, Neither","Support, Oppose","Support, Oppose","Support, Support","Neither, Neither","Support, Neither, Neither, Neither, Support, Oppose, Support, Oppose, Support, Support"
271,5,"Support, Oppose","Oppose, Neither","Support, Oppose","Neither, Neither","Oppose, Oppose","Oppose, Neither","Support, Oppose, Oppose, Neither, Support, Oppose, Neither, Neither, Oppose, Oppose"
272,5,"Neither, Support","Support, Oppose","Oppose, Support","Support, Oppose","Support, Oppose","Oppose, Support","Neither, Support, Support, Oppose, Oppose, Support, Support, Oppose, Support, Oppose"
273,5,"Neither, Oppose","Support, Oppose","Support, Oppose","Neither, Neither","Support, Oppose","Neither, Oppose","Neither, Oppose, Support, Oppose, Support, Oppose, Neither, Neither, Support, Oppose"
274,5,"Support, Neither","Oppose, Neither","Oppose, Neither","Oppose, Oppose","Support, Neither","Support, Neither","Support, Neither, Oppose, Neither, Oppose, Neither, Oppose, Oppose, Support, Neither"
275,5,"Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose"
276,5,"Oppose, Support","Neither, Support","Support, Neither","Oppose, Support","Neither, Neither","Support, Oppose","Oppose, Support, Neither, Support, Support, Neither, Oppose, Support, Neither, Neither"
277,5,"Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Neither, Neither","Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose"
278,5,"Neither, Oppose","Neither, Neither","Support, Support","Neither, Oppose","Support, Oppose","Neither, Oppose","Neither, Oppose, Neither, Neither, Support, Support, Neither, Oppose, Support, Oppose"
279,5,"Oppose, Oppose","Support, Oppose","Neither, Oppose","Neither, Oppose","Oppose, Oppose","Support, Oppose","Oppose, Oppose, Support, Oppose, Neither, Oppose, Neither, Oppose, Oppose, Oppose"
280,5,"Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose"
281,5,"Support, Oppose","Support, Oppose","Neither, Oppose","Neither, Oppose","Oppose, Neither","Neither, Neither","Support, Oppose, Support, Oppose, Neither, Oppose, Neither, Oppose, Oppose, Neither"
282,5,"Oppose, Oppose","Oppose, Neither","Oppose, Oppose","Oppose, Neither","Support, Oppose","Support, Oppose","Oppose, Oppose, Oppose, Neither, Oppose, Oppose, Oppose, Neither, Support, Oppose"
283,5,"Oppose, Oppose","Support, Oppose","Oppose, Support","Support, Oppose","Neither, Support","Support, Oppose","Oppose, Oppose, Support, Oppose, Oppose, Support, Support, Oppose, Neither, Support"
284,5,"Neither, Oppose","Oppose, Oppose","Neither, Neither","Oppose, Oppose","Neither, Support","Neither, Support","Neither, Oppose, Oppose, Oppose, Neither, Neither, Oppose, Oppose, Neither, Support"
285,5,"Neither, Oppose","Neither, Neither","Neither, Oppose","Oppose, Oppose","Neither, Support","Neither, Neither","Neither, Oppose, Neither, Neither, Neither, Oppose, Oppose, Oppose, Neither, Support"
286,5,"Support, Oppose","Neither, Neither","Neither, Neither","Support, Oppose","Neither, Neither","Support, Oppose","Support, Oppose, Neither, Neither, Neither, Neither, Support, Oppose, Neither, Neither"
287,5,"Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Neither, Neither","Support, Oppose","Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose, Neither, Neither"
288,5,"Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose, Support, Oppose"
289,5,"Neither, Oppose","Support, Oppose","Neither, Support","Neither, Oppose","Support, Oppose","Support, Oppose","Neither, Oppose, Support, Oppose, Neither, Support, Neither, Oppose, Support, Oppose"
290,5,"Neither, Support","Neither, Neither","Neither, Neither","Oppose, Neither","Support, Oppose","Oppose, Oppose","Neither, Support, Neither, Neither, Neither, Neither, Oppose, Neither, Support, Oppose"
291,5,"Oppose, Support","Support, Oppose","Oppose, Support","Support, Oppose","Oppose, Support","Oppose, Support","Oppose, Support, Support, Oppose, Oppose, Support, Support, Oppose, Oppose, Support"
292,5,"Oppose, Neither","Neither, Neither","Neither, Neither","Support, Neither","Neither, Neither","Oppose, Neither","Oppose, Neither, Neither, Neither, Neither, Neither, Support, Neither, Neither, Neither"
293,5,"Support, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Support, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
294,5,"Support, Oppose","Neither, Neither","Support, Oppose","Oppose, Neither","Support, Oppose","Oppose, Neither","Support, Oppose, Neither, Neither, Support, Oppose, Oppose, Neither, Support, Oppose"
295,5,"Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither, Support, Neither, Support, Neither, Support, Neither, Support, Neither"
296,5,"Neither, Support","Support, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Support, Support, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
297,5,"Neither, Support","Neither, Neither","Neither, Support","Neither, Neither","Neither, Support","Oppose, Oppose","Neither, Support, Neither, Neither, Neither, Support, Neither, Neither, Neither, Support"
298,5,"Neither, Support","Neither, Neither","Oppose, Support","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Support, Neither, Neither, Oppose, Support, Neither, Neither, Neither, Neither"
299,5,"Oppose, Oppose","Support, Oppose","Oppose, None","Oppose, Oppose","None, None","None, None","Oppose, Oppose, Support, Oppose, Oppose, None, Oppose, Oppose, None, None"
300,5,"Support, Oppose","Oppose, Neither","Support, Oppose","Neither, Neither","Support, Oppose","Neither, Neither","Support, Oppose, Oppose, Neither, Support, Oppose, Neither, Neither, Support, Oppose"
